"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","id","bioid","name","gender","type","party","facebook","youtube"
"repdlamborn","584012853","RepDLamborn","Rep. Doug Lamborn","Republican Congressman for Colorado's 5th Congressional District. For regular email updates, sign-up at https://t.co/aVNY6LkLMd",6138,2798,764,"Fri May 18 16:01:17 +0000 2012","Colorado Springs","01834","L000564","Doug Lamborn","M","Congress","Republican","CongressmanDougLamborn","CongressmanLamborn"
"repdold","245408102","RepDold","Rep. Robert J. Dold","Proudly representing the 10th District of Illinois. Follow along on Facebook & Instagram: https://t.co/gVIVqb99ca | https://t.co/WKM99U8H9P",5413,3053,533,"Mon Jan 31 16:44:15 +0000 2011","Illinois Tenth District","02013","D000613","Robert J. Dold","M","Congress","Republican","RepDold",NA
"repdonaldpayne","1155335864","RepDonaldPayne","Donald Payne Jr.","Proudly serving New Jersey's 10th Congressional District; Ranking Member Homeland Security Subcommittee on Emergency Preparedness, Response, and Communications",4635,2940,833,"Wed Feb 06 22:52:35 +0000 2013","www.facebook.com/DonaldPayneJr","02097","P000604","Donald M. Payne Jr.","M","Congress","Democrat","DonaldPayneJr",NA
"repdonbeyer","2962868158","RepDonBeyer","Rep. Don Beyer","Proudly represent Virginia's 8th District in Congress #VA08 #VA8 #NoVa #Arlington #Alexandria #FallsChurch #Fairfax. #ClimateChange #EqualPay #GunSense #Science",5124,3176,1933,"Mon Jan 05 22:09:04 +0000 2015","Northern Virginia & DC","02272","B001292","Donald S. Beyer Jr.","M","Congress","Democrat","repdonbeyer",NA
"repdonnaedwards","82649553","repdonnaedwards","Rep Donna F Edwards","Congresswoman representing Maryland's 4th Congressional District",24495,5554,4052,"Thu Oct 15 16:04:37 +0000 2009","Washington, D.C. ","01894","E000290","Donna F. Edwards","F","Congress","Democrat","107297211756","RepDonnaFEdwards"
"repdonyoung","37007274","repdonyoung","Rep. Don Young","Merchant Marine, Teacher, State Rep, State Senator and finally Congressman for all Alaska for the last 42 years.",10172,1286,630,"Fri May 01 18:31:38 +0000 2009","Ft. Yukon, AK","01256","Y000033","Don Young","M","Congress","Republican","RepDonYoung","RepDonYoung"
"repdougcollins","1060487274","RepDougCollins","Rep. Doug Collins","Working for Georgia's 9th Congressional District. Pastor, Attorney, Military Chaplain. Find me @HouseJudiciary when in session, beautiful #GA09 all other times.",5881,2528,900,"Fri Jan 04 13:43:55 +0000 2013","Gainesville, Georgia","02121","C001093","Doug Collins","M","Congress","Republican","RepresentativeDougCollins","repdougcollins"
"repduckworth","1058520120","RepDuckworth","Tammy Duckworth","Official Twitter account for Tammy Duckworth's congressional office. Posts by staff unless signed - TD. For more information, visit",17861,1851,8237,"Thu Jan 03 18:59:33 +0000 2013","","02123","D000622","Tammy Duckworth","F","Congress","Democrat","CongresswomanTammyDuckworth","repduckworth"
"repdwstweets","1140648348","RepDWStweets","D. Wasserman Schultz","U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.",8220,2145,2328,"Fri Feb 01 20:31:25 +0000 2013","Weston & Washington","01777","W000797","Debbie Wasserman Schultz","F","Congress","Democrat","RepDWS","RepWassermanSchultz"
"repebj","168502762","RepEBJ","US Rep E.B.Johnson","Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress",16151,7038,1995,"Mon Jul 19 14:25:48 +0000 2010","Dallas, Texas","00599","J000126","Eddie Bernice Johnson","F","Congress","Democrat","CongresswomanEBJtx30","RepEddieBJohnson"
"repedroyce","246769138","RepEdRoyce","Ed Royce","U.S. Representative Ed Royce proudly serves California's 39th Congressional District and is Chairman of the @HouseForeign Affairs Committee.",14765,3155,604,"Thu Feb 03 12:40:15 +0000 2011","Fullerton, CA & Washington, DC","00998","R000487","Edward R. Royce","M","Congress","Republican","EdRoyce","RepEdRoyce"
"repedwhitfield","234906311","RepEdWhitfield","Rep. Ed Whitfield","Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.",7486,1060,917,"Thu Jan 06 21:36:56 +0000 2011","Hopkinsville, KY","01222","W000413","Ed Whitfield","M","Congress","Republican","RepEdWhitfield","WhitfieldKY01"
"repeliotengel","164007407","RepEliotEngel","Eliot Engel","Congressman representing parts of the Bronx and Westchester Counties in New York #NY16",11144,1946,689,"Wed Jul 07 20:34:17 +0000 2010","","00344","E000179","Eliot L. Engel","M","Congress","Democrat","RepEliotLEngel","engel2161"
"reperikpaulsen","17513304","RepErikPaulsen","Rep. Erik Paulsen","Proudly serving the people of Minnesota's Third Congressional District",13333,3776,2448,"Thu Nov 20 15:28:22 +0000 2008","Minnesota's 3rd Congressional","01930","P000594","Erik Paulsen","M","Congress","Republican","CongressmanErikPaulsen","reperikpaulsen"
"repesty","1060984272","RepEsty","Elizabeth Esty","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",9717,3466,1309,"Fri Jan 04 17:36:04 +0000 2013","Cheshire, CT","02114","E000293","Elizabeth H. Esty","F","Congress","Democrat","RepEsty","RepEsty"
"repevanjenkins","2953713339","RepEvanJenkins","Rep. Evan Jenkins","I'm honored to represent the people of West Virginia's 3rd Congressional District in the 114th Congress.",3196,1379,555,"Wed Dec 31 20:52:52 +0000 2014","West Virginia","02278","J000297","Evan H. Jenkins","M","Congress","Republican","RepEvanJenkins",NA
"repfilemonvela","1083448909","RepFilemonVela","US Rep. Filemon Vela","U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.",5031,934,268,"Sat Jan 12 16:24:06 +0000 2013","District 34, Texas","02167","V000132","Filemon Vela","M","Congress","Democrat","USCongressmanFilemonVela",NA
"repfinchertn08","249219716","RepFincherTN08","Stephen Fincher","Congressman, Farmer, and Gospel Singer proudly serving the people of the 8th district of the great state of Tennessee.",8681,2917,1185,"Tue Feb 08 16:24:26 +0000 2011","Frog Jump, TN","02064","F000458","Stephen Lee Fincher","M","Congress","Republican","RepFincherTN08","CongressmanFincher"
"repfitzpatrick","237944147","RepFitzpatrick","Mike Fitzpatrick","Proudly representing #PA8 in the US House of Representatives. Husband. Dad. @Eagles fan.      #BetterJobsMoreOpportunity",10430,5104,1107,"Fri Jan 14 00:38:49 +0000 2011","Langhorne, PA","01797","F000451","Michael G. Fitzpatrick","M","Congress","Republican","RepFitzpatrick","RepFitzpatrickPA8"
"repfleming","84620376","RepFleming","John Fleming","The Official Twitter account for the office of Congressman John Fleming M.D. (R-LA). Retweets or Mentions do not equal endorsements.",12530,1618,248,"Fri Oct 23 15:42:30 +0000 2009","Washington and Northwest, LA","01924","F000456","John Fleming","M","Congress","Republican","repjohnfleming","larep04"
"repfrankguinta","236960387","RepFrankGuinta","Rep. Frank Guinta","Proud to represent the people of New Hampshire's First Congressional District!",4686,2132,627,"Tue Jan 11 19:20:05 +0000 2011","First District - New Hampshire","02038","G000570","Frank C. Guinta","M","Congress","Republican","repfrankguinta",NA
"repfranklucas","242772524","RepFrankLucas","Frank Lucas","Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.",4484,565,240,"Tue Jan 25 15:24:07 +0000 2011","","00711","L000491","Frank D. Lucas","M","Congress","Republican","7872057395","RepFrankLucas"
"repfredupton","124224165","RepFredUpton","Fred Upton","Husband, Dad, proud to represent Michigan's 6th District and serve as Chairman of @HouseCommerce. Fighting for #CuresNow, our SW MI economy, & smarter gov't.",15680,3712,2314,"Thu Mar 18 17:34:35 +0000 2010","St. Joseph, Michigan","01177","U000031","Fred Upton","M","Congress","Republican","RepFredUpton","RepFredUpton"
"repfrenchhill","2953974395","RepFrenchHill","French Hill","Official account for Rep French Hill. Ninth generation Arkansan and Little Rock businessman proudly representing Arkansas's Second Congressional District. #AR2",3042,856,519,"Wed Dec 31 23:54:58 +0000 2014","Washington, DC","02223","H001072","J. French Hill","M","Congress","Republican","RepFrenchHill",NA
"repgaramendi","88806753","RepGaramendi","John Garamendi","Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",13971,9775,9087,"Tue Nov 10 00:31:12 +0000 2009","Walnut Grove, CA","01973","G000559","John Garamendi","M","Congress","Democrat","repgaramendi","garamendiCA10"
"repgarretgraves","2951574214","RepGarretGraves","Rep. Garret Graves","Official Twitter Page of Congressman Garret Graves (LA06)",2575,1162,516,"Tue Dec 30 17:51:24 +0000 2014","Follow us on Facebook: ","02245","G000577","Garret Graves","M","Congress","Republican","CongressmanGarretGraves",NA
"repgarrett","960696949","RepGarrett","Scott Garrett","Representing #NJ05.  Fighting for the Constitution, to control spending, and expand liberty and opportunity.",5796,764,195,"Tue Nov 20 15:44:58 +0000 2012","","01737","G000548","Scott Garrett","M","Congress","Republican","repscottgarrett","repscottgarrett"
"repgenegreen","111635527","RepGeneGreen","Rep. Gene Green","Proudly serving the 29th Congressional District of Texas in Houston & East Harris County since 1993; Proud father of 2 & grandfather of 4; Texans & Astros fan",9082,790,349,"Fri Feb 05 16:37:13 +0000 2010","Houston, TX","00462","G000410","Gene Green","M","Congress","Democrat","RepGeneGreen","RepGeneGreen"
"repgoodlatte","37920978","RepGoodlatte","Bob Goodlatte","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06",19516,4621,470,"Tue May 05 13:18:55 +0000 2009","Roanoke, VA","00446","G000289","Bob Goodlatte","M","Congress","Republican","BobGoodlatte","RepBobGoodlatte"
"repgosar","240760644","RepGosar","Rep. Paul Gosar, DDS","Proudly representing Arizona's 4th Congressional District. Serving on @GOPoversight & @NatResources. @Creighton alum. I'm a dentist impersonating a politician.",17220,6376,3700,"Thu Jan 20 17:44:27 +0000 2011","","01992","G000565","Paul A. Gosar","M","Congress","Republican","repgosar","repgosar"
"repgracemeng","1051127714","RepGraceMeng","Grace Meng","Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.",8904,2789,645,"Mon Dec 31 20:28:41 +0000 2012","","02148","M001188","Grace Meng","F","Congress","Democrat","repgracemeng",NA
"repgregwalden","32010840","repgregwalden","Rep. Greg Walden","Proudly serving the people of Oregon's Second Congressional District.",14598,1801,174,"Thu Apr 16 17:31:34 +0000 2009","Oregon","01596","W000791","Greg Walden","M","Congress","Republican","repgregwalden","RepGregWalden"
"repgrothman","2976606250","RepGrothman","Rep. Glenn Grothman","U.S. Congressman (WI-06)",1583,362,203,"Tue Jan 13 15:08:48 +0000 2015","Washington, D.C.","02276","G000576","Glenn Grothman","M","Congress","Republican","RepGrothman",NA
"repgusbilirakis","26051676","RepGusBilirakis","Gus Bilirakis","Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",14479,4784,1210,"Mon Mar 23 17:56:32 +0000 2009","Palm Harbor, Fla.","01838","B001257","Gus M. Bilirakis","M","Congress","Republican","GusBilirakis","RepGusBilirakis"
"repguthrie","1908143071","RepGuthrie","Rep. Brett Guthrie","Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District",2625,587,225,"Thu Sep 26 14:37:17 +0000 2013","Kentucky's Second District","01922","G000558","Brett Guthrie","M","Congress","Republican",NA,"BrettGuthrie"
"repgwengraham","2962681881","RepGwenGraham","Rep. Gwen Graham","Representing North Florida's Second Congressional District http://t.co/gXnjCabyW5",3335,991,853,"Mon Jan 05 20:56:23 +0000 2015","","02234","G000575","Gwen Graham","F","Congress","Democrat","repgwengraham",NA
"repgwenmoore","22669526","RepGwenMoore","Gwen Moore","Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",15072,4640,1271,"Tue Mar 03 20:02:57 +0000 2009","Washington, DC","01811","M001160","Gwen Moore","F","Congress","Democrat","GwenSMoore","RepGwenMoore"
"rephalrogers","550401754","RepHalRogers","Hal Rogers","Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Committee @HouseAppropsGOP",7563,2908,653,"Tue Apr 10 19:59:22 +0000 2012","Somerset, KY","00977","R000395","Harold Rogers","M","Congress","Republican","CongressmanHalRogers","RepHalRogers"
"rephankjohnson","24745957","RepHankJohnson","Rep. Hank Johnson","I fight for justice, civil rights and working people the world over.",16029,2952,651,"Mon Mar 16 18:52:49 +0000 2009","Lithonia, GA; Washington","01843","J000288","Henry C. ""Hank"" Johnson Jr.","M","Congress","Democrat","115356957005","RepHankJohnson"
"rephardy","2964222544","RepHardy","Rep. Cresent Hardy","Proudly representing Nevada's 4th Congressional District",2620,997,414,"Tue Jan 06 14:08:31 +0000 2015","Nevada, USA","02260","H001070","Cresent Hardy","M","Congress","Republican","RepCresentHardy","RepHardy"
"rephartzler","237763317","RepHartzler","Rep. Vicky Hartzler","I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services, Agriculture, Budget Committees",9964,4442,887,"Thu Jan 13 15:38:52 +0000 2011","Harrisonville, Missouri","02032","H001053","Vicky Hartzler","F","Congress","Republican","Congresswoman.Hartzler","repvickyhartzler"
"rephastingsfl","2433737761","RepHastingsFL","Alcee L. Hastings","Congressman Alcee L. Hastings represents Broward, Palm Beach, and Hendry counties in the U.S. House of Representatives.",3377,583,63,"Tue Apr 08 14:53:21 +0000 2014","Florida 20th","00511","H000324","Alcee L. Hastings","M","Congress","Democrat","95696782238","RepAlceeHastings"
"rephensarling","18566912","RepHensarling","Jeb Hensarling","Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom.",15155,731,762,"Fri Jan 02 23:08:57 +0000 2009","Washington, D.C.","01749","H001036","Jeb Hensarling","M","Congress","Republican","RepHensarling","repjebhensarling"
"repholding","1058460818","RepHolding","George Holding","Official Twitter account for Congressman George Holding, representing North Carolina's 13th Congressional District.",5741,607,257,"Thu Jan 03 18:27:36 +0000 2013","","02143","H001065","George Holding","M","Congress","Republican","CongressmanGeorgeHolding","repholding"
"rephuffman","1071102246","RepHuffman","Rep. Jared Huffman","Congressman for California's North Coast. 
On Facebook at http://t.co/Xvh4af3Qid",7176,1528,770,"Tue Jan 08 14:52:00 +0000 2013","California's North Coast","02101","H001068","Jared Huffman","M","Congress","Democrat","RepHuffman","rephuffman"
"rephuizenga","233949261","RepHuizenga","Rep. Bill Huizenga","I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!",11238,5205,4290,"Tue Jan 04 14:01:28 +0000 2011","2nd District, MI","02028","H001058","Bill Huizenga","M","Congress","Republican","RepHuizenga","RepHuizenga"
"rephultgren","237814920","RepHultgren","Rep. Randy Hultgren","Member of Congress proudly representing Illinois' 14th District. Serving on @HouseScience @FinancialCmte Committees. Find me on FB at http://t.co/cAzY81jGee.",9897,3803,1850,"Thu Jan 13 18:03:42 +0000 2011","","02015","H001059","Randy Hultgren","M","Congress","Republican","RepHultgren","rephultgren"
